"","id","block","refClass","appliance","pct_goal","rounded","state","family","state_avg","plan","value","change","state_dif"
"1438",93439,2,"Percentage","OTHER","15%","Not Rounded","California",7608,6916,"plan2",215,-7393,-6701
"1439",93439,2,"Percentage","TOTAL","15%","Not Rounded","California",22673,19458,"plan1",3215,-19458,-16243
"1440",93439,2,"Percentage","TOTAL","15%","Not Rounded","California",22673,19458,"plan2",3215,-19458,-16243
"1441",93840,1,"USD","AC","15%","Not Rounded","Texas",6573,4249,"plan1",6101,-472,1852
"1442",93840,1,"USD","AC","15%","Not Rounded","Texas",6573,4249,"plan2",6101,-472,1852
"1443",93840,1,"USD","HEAT","15%","Not Rounded","Texas",6118,5099,"plan1",4998,-1120,-101
"1444",93840,1,"USD","HEAT","15%","Not Rounded","Texas",6118,5099,"plan2",4800,-1318,-299
"1445",93840,1,"USD","WATER","15%","Not Rounded","Texas",5257,4396,"plan1",2991,-2266,-1405
"1446",93840,1,"USD","WATER","15%","Not Rounded","Texas",5257,4396,"plan2",2882,-2375,-1514
"1447",93840,1,"USD","REFRIG","15%","Not Rounded","Texas",2639,1318,"plan1",796,-1843,-522
"1448",93840,1,"USD","REFRIG","15%","Not Rounded","Texas",2639,1318,"plan2",1106,-1533,-212
"1449",93840,1,"USD","OTHER","15%","Not Rounded","Texas",8459,7883,"plan1",7580,-879,-303
"1450",93840,1,"USD","OTHER","15%","Not Rounded","Texas",8459,7883,"plan2",7577,-882,-306
"1451",93840,1,"USD","TOTAL","15%","Not Rounded","Texas",29046,22945,"plan1",22466,-6580,-479
"1452",93840,1,"USD","TOTAL","15%","Not Rounded","Texas",29046,22945,"plan2",22466,-6580,-479
"1453",93840,2,"USD","AC","10%","Rounded","Colorado",1000,498,"plan1",1100,100,602
"1454",93840,2,"USD","AC","10%","Rounded","Colorado",1000,498,"plan2",1200,200,702
"1455",93840,2,"USD","HEAT","10%","Rounded","Colorado",18000,16411,"plan1",17000,-1000,589
"1456",93840,2,"USD","HEAT","10%","Rounded","Colorado",18000,16411,"plan2",18000,0,1589
"1457",93840,2,"USD","WATER","10%","Rounded","Colorado",12000,5832,"plan1",10000,-2000,4168
"1458",93840,2,"USD","WATER","10%","Rounded","Colorado",12000,5832,"plan2",8500,-3500,2668
"1459",93840,2,"USD","REFRIG","10%","Rounded","Colorado",1000,1142,"plan1",1200,200,58
"1460",93840,2,"USD","REFRIG","10%","Rounded","Colorado",1000,1142,"plan2",1500,500,358
"1461",93840,2,"USD","OTHER","10%","Rounded","Colorado",8000,6652,"plan1",10260,2260,3608
"1462",93840,2,"USD","OTHER","10%","Rounded","Colorado",8000,6652,"plan2",10360,2360,3708
"1463",93840,2,"USD","TOTAL","10%","Rounded","Colorado",40000,30535,"plan1",39560,-440,9025
"1464",93840,2,"USD","TOTAL","10%","Rounded","Colorado",40000,30535,"plan2",39560,-440,9025
"1465",93951,1,"kWh","AC","15%","Rounded","California",3000,1289,"plan1",1381,-1619,92
"1466",93951,1,"kWh","AC","15%","Rounded","California",3000,1289,"plan2",1300,-1700,11
"1467",93951,1,"kWh","HEAT","15%","Rounded","California",6000,5597,"plan1",5597,-403,0
"1468",93951,1,"kWh","HEAT","15%","Rounded","California",6000,5597,"plan2",6000,0,403
"1469",93951,1,"kWh","WATER","15%","Rounded","California",5000,4601,"plan1",4601,-399,0
"1470",93951,1,"kWh","WATER","15%","Rounded","California",5000,4601,"plan2",4500,-500,-101
"1471",93951,1,"kWh","REFRIG","15%","Rounded","California",1000,1055,"plan1",1055,55,0
"1472",93951,1,"kWh","REFRIG","15%","Rounded","California",1000,1055,"plan2",1000,0,-55
"1473",93951,1,"kWh","OTHER","15%","Rounded","California",8000,6916,"plan1",6916,-1084,0
"1474",93951,1,"kWh","OTHER","15%","Rounded","California",8000,6916,"plan2",6000,-2000,-916
"1475",93951,1,"kWh","TOTAL","15%","Rounded","California",23000,19458,"plan1",19550,-3450,92
"1476",93951,1,"kWh","TOTAL","15%","Rounded","California",23000,19458,"plan2",18800,-4200,-658
"1477",93951,2,"kWh","AC","10%","Not Rounded","Massachusetts",419,322,"plan1",322,-97,0
"1478",93951,2,"kWh","AC","10%","Not Rounded","Massachusetts",419,322,"plan2",419,0,97
"1479",93951,2,"kWh","HEAT","10%","Not Rounded","Massachusetts",26751,19108,"plan1",19108,-7643,0
"1480",93951,2,"kWh","HEAT","10%","Not Rounded","Massachusetts",26751,19108,"plan2",23351,-3400,4243
"1481",93951,2,"kWh","WATER","10%","Not Rounded","Massachusetts",10543,5070,"plan1",5070,-5473,0
"1482",93951,2,"kWh","WATER","10%","Not Rounded","Massachusetts",10543,5070,"plan2",9314,-1229,4244
"1483",93951,2,"kWh","REFRIG","10%","Not Rounded","Massachusetts",1230,1025,"plan1",1025,-205,0
"1484",93951,2,"kWh","REFRIG","10%","Not Rounded","Massachusetts",1230,1025,"plan2",1230,0,205
"1485",93951,2,"kWh","OTHER","10%","Not Rounded","Massachusetts",7350,6682,"plan1",6682,-668,0
"1486",93951,2,"kWh","OTHER","10%","Not Rounded","Massachusetts",7350,6682,"plan2",7350,0,668
"1487",93951,2,"kWh","TOTAL","10%","Not Rounded","Massachusetts",46293,32207,"plan1",32207,-14086,0
"1488",93951,2,"kWh","TOTAL","10%","Not Rounded","Massachusetts",46293,32207,"plan2",41664,-4629,9457
"1489",94026,1,"kWh","AC","10%","Not Rounded","Colorado",697,498,"plan1",279,-418,-219
"1490",94026,1,"kWh","AC","10%","Not Rounded","Colorado",697,498,"plan2",179,-518,-319
"1491",94026,1,"kWh","HEAT","10%","Not Rounded","Colorado",18052,16411,"plan1",14566,-3486,-1845
"1492",94026,1,"kWh","HEAT","10%","Not Rounded","Colorado",18052,16411,"plan2",12765,-5287,-3646
"1493",94026,1,"kWh","WATER","10%","Not Rounded","Colorado",11667,5832,"plan1",3678,-7989,-2154
"1494",94026,1,"kWh","WATER","10%","Not Rounded","Colorado",11667,5832,"plan2",1467,-10200,-4365
"1495",94026,1,"kWh","REFRIG","10%","Not Rounded","Colorado",1370,1142,"plan1",978,-392,-164
"1496",94026,1,"kWh","REFRIG","10%","Not Rounded","Colorado",1370,1142,"plan2",789,-581,-353
"1497",94026,1,"kWh","OTHER","10%","Not Rounded","Colorado",7982,6652,"plan1",5547,-2435,-1105
"1498",94026,1,"kWh","OTHER","10%","Not Rounded","Colorado",7982,6652,"plan2",4387,-3595,-2265
"1499",94026,1,"kWh","TOTAL","10%","Not Rounded","Colorado",39768,30535,"plan1",25048,-14720,-5487
"1500",94026,1,"kWh","TOTAL","10%","Not Rounded","Colorado",39768,30535,"plan2",19587,-20181,-10948
"1501",94026,2,"kWh","AC","15%","Rounded","Texas",7000,4249,"plan1",3677,-3323,-572
"1502",94026,2,"kWh","AC","15%","Rounded","Texas",7000,4249,"plan2",2678,-4322,-1571
"1503",94026,2,"kWh","HEAT","15%","Rounded","Texas",6000,5099,"plan1",4678,-1322,-421
"1504",94026,2,"kWh","HEAT","15%","Rounded","Texas",6000,5099,"plan2",3654,-2346,-1445
"1505",94026,2,"kWh","WATER","15%","Rounded","Texas",5000,4396,"plan1",3452,-1548,-944
"1506",94026,2,"kWh","WATER","15%","Rounded","Texas",5000,4396,"plan2",2678,-2322,-1718
"1507",94026,2,"kWh","REFRIG","15%","Rounded","Texas",3000,1318,"plan1",987,-2013,-331
"1508",94026,2,"kWh","REFRIG","15%","Rounded","Texas",3000,1318,"plan2",783,-2217,-535
"1509",94026,2,"kWh","OTHER","15%","Rounded","Texas",8000,7883,"plan1",6844,-1156,-1039
"1510",94026,2,"kWh","OTHER","15%","Rounded","Texas",8000,7883,"plan2",5376,-2624,-2507
"1511",94026,2,"kWh","TOTAL","15%","Rounded","Texas",29000,22945,"plan1",19638,-9362,-3307
"1512",94026,2,"kWh","TOTAL","15%","Rounded","Texas",29000,22945,"plan2",15169,-13831,-7776
"1513",94642,1,"Percentage","AC","10%","Not Rounded","Massachusetts",419,322,"plan1",5000,4581,4678
"1514",94642,1,"Percentage","AC","10%","Not Rounded","Massachusetts",419,322,"plan2",4500,4081,4178
"1515",94642,1,"Percentage","HEAT","10%","Not Rounded","Massachusetts",26751,19108,"plan1",4500,-22251,-14608
"1516",94642,1,"Percentage","HEAT","10%","Not Rounded","Massachusetts",26751,19108,"plan2",3000,-23751,-16108
"1517",94642,1,"Percentage","WATER","10%","Not Rounded","Massachusetts",10543,5070,"plan1",1200,-9343,-3870
"1518",94642,1,"Percentage","WATER","10%","Not Rounded","Massachusetts",10543,5070,"plan2",1200,-9343,-3870
"1519",94642,1,"Percentage","REFRIG","10%","Not Rounded","Massachusetts",1230,1025,"plan1",700,-530,-325
"1520",94642,1,"Percentage","REFRIG","10%","Not Rounded","Massachusetts",1230,1025,"plan2",700,-530,-325
"1521",94642,1,"Percentage","OTHER","10%","Not Rounded","Massachusetts",7350,6682,"plan1",1200,-6150,-5482
"1522",94642,1,"Percentage","OTHER","10%","Not Rounded","Massachusetts",7350,6682,"plan2",1200,-6150,-5482
"1523",94642,1,"Percentage","TOTAL","10%","Not Rounded","Massachusetts",46293,32207,"plan1",14086,-32207,-18121
"1524",94642,1,"Percentage","TOTAL","10%","Not Rounded","Massachusetts",46293,32207,"plan2",14086,-32207,-18121
"1525",94642,2,"Percentage","AC","15%","Rounded","Texas",7000,4249,"plan1",7000,0,2751
"1526",94642,2,"Percentage","AC","15%","Rounded","Texas",7000,4249,"plan2",4249,-2751,0
"1527",94642,2,"Percentage","HEAT","15%","Rounded","Texas",6000,5099,"plan1",6000,0,901
"1528",94642,2,"Percentage","HEAT","15%","Rounded","Texas",6000,5099,"plan2",5099,-901,0
"1529",94642,2,"Percentage","WATER","15%","Rounded","Texas",5000,4396,"plan1",5000,0,604
"1530",94642,2,"Percentage","WATER","15%","Rounded","Texas",5000,4396,"plan2",4396,-604,0
"1531",94642,2,"Percentage","REFRIG","15%","Rounded","Texas",3000,1318,"plan1",1000,-2000,-318
"1532",94642,2,"Percentage","REFRIG","15%","Rounded","Texas",3000,1318,"plan2",1000,-2000,-318
"1533",94642,2,"Percentage","OTHER","15%","Rounded","Texas",8000,7883,"plan1",1200,-6800,-6683
"1534",94642,2,"Percentage","OTHER","15%","Rounded","Texas",8000,7883,"plan2",1200,-6800,-6683
"1535",94642,2,"Percentage","TOTAL","15%","Rounded","Texas",29000,22945,"plan1",6055,-22945,-16890
"1536",94642,2,"Percentage","TOTAL","15%","Rounded","Texas",29000,22945,"plan2",6055,-22945,-16890
"1537",100255,1,"USD","AC","15%","Rounded","Massachusetts",0,322,"plan1",160,160,-162
"1538",100255,1,"USD","AC","15%","Rounded","Massachusetts",0,322,"plan2",322,322,0
"1539",100255,1,"USD","HEAT","15%","Rounded","Massachusetts",27000,19108,"plan1",567,-26433,-18541
"1540",100255,1,"USD","HEAT","15%","Rounded","Massachusetts",27000,19108,"plan2",222,-26778,-18886
"1541",100255,1,"USD","WATER","15%","Rounded","Massachusetts",11000,5070,"plan1",123,-10877,-4947
"1542",100255,1,"USD","WATER","15%","Rounded","Massachusetts",11000,5070,"plan2",111,-10889,-4959
"1543",100255,1,"USD","REFRIG","15%","Rounded","Massachusetts",1000,1025,"plan1",454,-546,-571
"1544",100255,1,"USD","REFRIG","15%","Rounded","Massachusetts",1000,1025,"plan2",222,-778,-803
"1545",100255,1,"USD","OTHER","15%","Rounded","Massachusetts",7000,6682,"plan1",765,-6235,-5917
"1546",100255,1,"USD","OTHER","15%","Rounded","Massachusetts",7000,6682,"plan2",433,-6567,-6249
"1547",100255,1,"USD","TOTAL","15%","Rounded","Massachusetts",46000,32207,"plan1",233,-45767,-31974
"1548",100255,1,"USD","TOTAL","15%","Rounded","Massachusetts",46000,32207,"plan2",433,-45567,-31774
"1549",100255,2,"USD","AC","10%","Not Rounded","California",2581,1289,"plan1",212,-2369,-1077
"1550",100255,2,"USD","AC","10%","Not Rounded","California",2581,1289,"plan2",566,-2015,-723
"1551",100255,2,"USD","HEAT","10%","Not Rounded","California",6157,5597,"plan1",222,-5935,-5375
"1552",100255,2,"USD","HEAT","10%","Not Rounded","California",6157,5597,"plan2",433,-5724,-5164
"1553",100255,2,"USD","WATER","10%","Not Rounded","California",5061,4601,"plan1",232,-4829,-4369
"1554",100255,2,"USD","WATER","10%","Not Rounded","California",5061,4601,"plan2",232,-4829,-4369
"1555",100255,2,"USD","REFRIG","10%","Not Rounded","California",1266,1055,"plan1",123,-1143,-932
"1556",100255,2,"USD","REFRIG","10%","Not Rounded","California",1266,1055,"plan2",344,-922,-711
"1557",100255,2,"USD","OTHER","10%","Not Rounded","California",7608,6916,"plan1",332,-7276,-6584
"1558",100255,2,"USD","OTHER","10%","Not Rounded","California",7608,6916,"plan2",544,-7064,-6372
"1559",100255,2,"USD","TOTAL","10%","Not Rounded","California",22673,19458,"plan1",322,-22351,-19136
"1560",100255,2,"USD","TOTAL","10%","Not Rounded","California",22673,19458,"plan2",676,-21997,-18782
"1561",101457,1,"kWh","AC","15%","Not Rounded","Colorado",697,498,"plan1",597,-100,99
"1562",101457,1,"kWh","AC","15%","Not Rounded","Colorado",697,498,"plan2",697,0,199
"1563",101457,1,"kWh","HEAT","15%","Not Rounded","Colorado",18052,16411,"plan1",17052,-1000,641
"1564",101457,1,"kWh","HEAT","15%","Not Rounded","Colorado",18052,16411,"plan2",17152,-900,741
"1565",101457,1,"kWh","WATER","15%","Not Rounded","Colorado",11667,5832,"plan1",7902,-3765,2070
"1566",101457,1,"kWh","WATER","15%","Not Rounded","Colorado",11667,5832,"plan2",7702,-3965,1870
"1567",101457,1,"kWh","REFRIG","15%","Not Rounded","Colorado",1370,1142,"plan1",1270,-100,128
"1568",101457,1,"kWh","REFRIG","15%","Not Rounded","Colorado",1370,1142,"plan2",1270,-100,128
"1569",101457,1,"kWh","OTHER","15%","Not Rounded","Colorado",7982,6652,"plan1",6982,-1000,330
"1570",101457,1,"kWh","OTHER","15%","Not Rounded","Colorado",7982,6652,"plan2",6982,-1000,330
"1571",101457,1,"kWh","TOTAL","15%","Not Rounded","Colorado",39768,30535,"plan1",33803,-5965,3268
"1572",101457,1,"kWh","TOTAL","15%","Not Rounded","Colorado",39768,30535,"plan2",33803,-5965,3268
"1573",101457,2,"kWh","AC","10%","Rounded","California",3000,1289,"plan1",2200,-800,911
"1574",101457,2,"kWh","AC","10%","Rounded","California",3000,1289,"plan2",2500,-500,1211
"1575",101457,2,"kWh","HEAT","10%","Rounded","California",6000,5597,"plan1",5500,-500,-97
"1576",101457,2,"kWh","HEAT","10%","Rounded","California",6000,5597,"plan2",5500,-500,-97
"1577",101457,2,"kWh","WATER","10%","Rounded","California",5000,4601,"plan1",5000,0,399
"1578",101457,2,"kWh","WATER","10%","Rounded","California",5000,4601,"plan2",4500,-500,-101
"1579",101457,2,"kWh","REFRIG","10%","Rounded","California",1000,1055,"plan1",1000,0,-55
"1580",101457,2,"kWh","REFRIG","10%","Rounded","California",1000,1055,"plan2",700,-300,-355
"1581",101457,2,"kWh","OTHER","10%","Rounded","California",8000,6916,"plan1",7000,-1000,84
"1582",101457,2,"kWh","OTHER","10%","Rounded","California",8000,6916,"plan2",7500,-500,584
"1583",101457,2,"kWh","TOTAL","10%","Rounded","California",23000,19458,"plan1",20700,-2300,1242
"1584",101457,2,"kWh","TOTAL","10%","Rounded","California",23000,19458,"plan2",20700,-2300,1242
"1585",102246,1,"Percentage","AC","10%","Not Rounded","California",2581,1289,"plan1",3000,419,1711
"1586",102246,1,"Percentage","AC","10%","Not Rounded","California",2581,1289,"plan2",2000,-581,711
"1587",102246,1,"Percentage","HEAT","10%","Not Rounded","California",6157,5597,"plan1",4000,-2157,-1597
"1588",102246,1,"Percentage","HEAT","10%","Not Rounded","California",6157,5597,"plan2",6000,-157,403
"1589",102246,1,"Percentage","WATER","10%","Not Rounded","California",5061,4601,"plan1",5000,-61,399
"1590",102246,1,"Percentage","WATER","10%","Not Rounded","California",5061,4601,"plan2",5000,-61,399
"1591",102246,1,"Percentage","REFRIG","10%","Not Rounded","California",1266,1055,"plan1",1200,-66,145
"1592",102246,1,"Percentage","REFRIG","10%","Not Rounded","California",1266,1055,"plan2",1200,-66,145
"1593",102246,1,"Percentage","OTHER","10%","Not Rounded","California",7608,6916,"plan1",7000,-608,84
"1594",102246,1,"Percentage","OTHER","10%","Not Rounded","California",7608,6916,"plan2",6000,-1608,-916
"1595",102246,1,"Percentage","TOTAL","10%","Not Rounded","California",22673,19458,"plan1",20200,-2473,742
"1596",102246,1,"Percentage","TOTAL","10%","Not Rounded","California",22673,19458,"plan2",20200,-2473,742
"1597",102246,2,"Percentage","AC","15%","Rounded","Massachusetts",0,322,"plan1",100,100,-222
"1598",102246,2,"Percentage","AC","15%","Rounded","Massachusetts",0,322,"plan2",100,100,-222
"1599",102246,2,"Percentage","HEAT","15%","Rounded","Massachusetts",27000,19108,"plan1",20000,-7000,892
"1600",102246,2,"Percentage","HEAT","15%","Rounded","Massachusetts",27000,19108,"plan2",22000,-5000,2892
"1601",102246,2,"Percentage","WATER","15%","Rounded","Massachusetts",11000,5070,"plan1",8000,-3000,2930
"1602",102246,2,"Percentage","WATER","15%","Rounded","Massachusetts",11000,5070,"plan2",6000,-5000,930
"1603",102246,2,"Percentage","REFRIG","15%","Rounded","Massachusetts",1000,1025,"plan1",1000,0,-25
"1604",102246,2,"Percentage","REFRIG","15%","Rounded","Massachusetts",1000,1025,"plan2",1000,0,-25
"1605",102246,2,"Percentage","OTHER","15%","Rounded","Massachusetts",7000,6682,"plan1",5000,-2000,-1682
"1606",102246,2,"Percentage","OTHER","15%","Rounded","Massachusetts",7000,6682,"plan2",5000,-2000,-1682
"1607",102246,2,"Percentage","TOTAL","15%","Rounded","Massachusetts",46000,32207,"plan1",34000,-12000,1793
"1608",102246,2,"Percentage","TOTAL","15%","Rounded","Massachusetts",46000,32207,"plan2",34000,-12000,1793
"1609",102356,1,"USD","AC","15%","Rounded","Colorado",1000,498,"plan1",500,-500,2
"1610",102356,1,"USD","AC","15%","Rounded","Colorado",1000,498,"plan2",1000,0,502
"1611",102356,1,"USD","HEAT","15%","Rounded","Colorado",18000,16411,"plan1",9000,-9000,-7411
"1612",102356,1,"USD","HEAT","15%","Rounded","Colorado",18000,16411,"plan2",9000,-9000,-7411
"1613",102356,1,"USD","WATER","15%","Rounded","Colorado",12000,5832,"plan1",6000,-6000,168
"1614",102356,1,"USD","WATER","15%","Rounded","Colorado",12000,5832,"plan2",6000,-6000,168
"1615",102356,1,"USD","REFRIG","15%","Rounded","Colorado",1000,1142,"plan1",500,-500,-642
"1616",102356,1,"USD","REFRIG","15%","Rounded","Colorado",1000,1142,"plan2",500,-500,-642
"1617",102356,1,"USD","OTHER","15%","Rounded","Colorado",8000,6652,"plan1",4000,-4000,-2652
"1618",102356,1,"USD","OTHER","15%","Rounded","Colorado",8000,6652,"plan2",3500,-4500,-3152
"1619",102356,1,"USD","TOTAL","15%","Rounded","Colorado",40000,30535,"plan1",20000,-20000,-10535
"1620",102356,1,"USD","TOTAL","15%","Rounded","Colorado",40000,30535,"plan2",20000,-20000,-10535
"1621",102356,2,"USD","AC","10%","Not Rounded","California",2581,1289,"plan1",2000,-581,711
"1622",102356,2,"USD","AC","10%","Not Rounded","California",2581,1289,"plan2",1500,-1081,211
"1623",102356,2,"USD","HEAT","10%","Not Rounded","California",6157,5597,"plan1",3500,-2657,-2097
"1624",102356,2,"USD","HEAT","10%","Not Rounded","California",6157,5597,"plan2",3000,-3157,-2597
"1625",102356,2,"USD","WATER","10%","Not Rounded","California",5061,4601,"plan1",2500,-2561,-2101
"1626",102356,2,"USD","WATER","10%","Not Rounded","California",5061,4601,"plan2",2500,-2561,-2101
"1627",102356,2,"USD","REFRIG","10%","Not Rounded","California",1266,1055,"plan1",1000,-266,-55
"1628",102356,2,"USD","REFRIG","10%","Not Rounded","California",1266,1055,"plan2",1000,-266,-55
"1629",102356,2,"USD","OTHER","10%","Not Rounded","California",7608,6916,"plan1",4000,-3608,-2916
"1630",102356,2,"USD","OTHER","10%","Not Rounded","California",7608,6916,"plan2",3500,-4108,-3416
"1631",102356,2,"USD","TOTAL","10%","Not Rounded","California",22673,19458,"plan1",12000,-10673,-7458
"1632",102356,2,"USD","TOTAL","10%","Not Rounded","California",22673,19458,"plan2",11500,-11173,-7958
"1633",102402,1,"Percentage","AC","15%","Not Rounded","Colorado",697,498,"plan1",450,-247,-48
"1634",102402,1,"Percentage","AC","15%","Not Rounded","Colorado",697,498,"plan2",400,-297,-98
"1635",102402,1,"Percentage","HEAT","15%","Not Rounded","Colorado",18052,16411,"plan1",15000,-3052,-1411
"1636",102402,1,"Percentage","HEAT","15%","Not Rounded","Colorado",18052,16411,"plan2",15500,-2552,-911
"1637",102402,1,"Percentage","WATER","15%","Not Rounded","Colorado",11667,5832,"plan1",12000,333,6168
"1638",102402,1,"Percentage","WATER","15%","Not Rounded","Colorado",11667,5832,"plan2",11000,-667,5168
"1639",102402,1,"Percentage","REFRIG","15%","Not Rounded","Colorado",1370,1142,"plan1",13000,11630,11858
"1640",102402,1,"Percentage","REFRIG","15%","Not Rounded","Colorado",1370,1142,"plan2",2000,630,858
"1641",102402,1,"Percentage","OTHER","15%","Not Rounded","Colorado",7982,6652,"plan1",7000,-982,348
"1642",102402,1,"Percentage","OTHER","15%","Not Rounded","Colorado",7982,6652,"plan2",6500,-1482,-152
"1643",102402,1,"Percentage","TOTAL","15%","Not Rounded","Colorado",39768,30535,"plan1",23000,-16768,-7535
"1644",102402,1,"Percentage","TOTAL","15%","Not Rounded","Colorado",39768,30535,"plan2",20000,-19768,-10535
"1645",102402,2,"Percentage","AC","10%","Rounded","California",3000,1289,"plan1",2000,-1000,711
"1646",102402,2,"Percentage","AC","10%","Rounded","California",3000,1289,"plan2",2000,-1000,711
"1647",102402,2,"Percentage","HEAT","10%","Rounded","California",6000,5597,"plan1",2000,-4000,-3597
"1648",102402,2,"Percentage","HEAT","10%","Rounded","California",6000,5597,"plan2",2000,-4000,-3597
"1649",102402,2,"Percentage","WATER","10%","Rounded","California",5000,4601,"plan1",5000,0,399
"1650",102402,2,"Percentage","WATER","10%","Rounded","California",5000,4601,"plan2",4000,-1000,-601
"1651",102402,2,"Percentage","REFRIG","10%","Rounded","California",1000,1055,"plan1",1000,0,-55
"1652",102402,2,"Percentage","REFRIG","10%","Rounded","California",1000,1055,"plan2",1000,0,-55
"1653",102402,2,"Percentage","OTHER","10%","Rounded","California",8000,6916,"plan1",9000,1000,2084
"1654",102402,2,"Percentage","OTHER","10%","Rounded","California",8000,6916,"plan2",7000,-1000,84
"1655",102402,2,"Percentage","TOTAL","10%","Rounded","California",23000,19458,"plan1",23000,0,3542
"1656",102402,2,"Percentage","TOTAL","10%","Rounded","California",23000,19458,"plan2",20000,-3000,542
"1657",102644,1,"USD","AC","15%","Not Rounded","California",2581,1289,"plan1",2000,-581,711
"1658",102644,1,"USD","AC","15%","Not Rounded","California",2581,1289,"plan2",1673,-908,384
"1659",102644,1,"USD","HEAT","15%","Not Rounded","California",6157,5597,"plan1",6000,-157,403
"1660",102644,1,"USD","HEAT","15%","Not Rounded","California",6157,5597,"plan2",5200,-957,-397
"1661",102644,1,"USD","WATER","15%","Not Rounded","California",5061,4601,"plan1",4173,-888,-428
"1662",102644,1,"USD","WATER","15%","Not Rounded","California",5061,4601,"plan2",4500,-561,-101
"1663",102644,1,"USD","REFRIG","15%","Not Rounded","California",1266,1055,"plan1",1100,-166,45
"1664",102644,1,"USD","REFRIG","15%","Not Rounded","California",1266,1055,"plan2",1100,-166,45
"1665",102644,1,"USD","OTHER","15%","Not Rounded","California",7608,6916,"plan1",6000,-1608,-916
"1666",102644,1,"USD","OTHER","15%","Not Rounded","California",7608,6916,"plan2",6800,-808,-116
"1667",102644,1,"USD","TOTAL","15%","Not Rounded","California",22673,19458,"plan1",19273,-3400,-185
"1668",102644,1,"USD","TOTAL","15%","Not Rounded","California",22673,19458,"plan2",19273,-3400,-185
"1669",102644,2,"USD","AC","10%","Rounded","Massachusetts",0,322,"plan1",1,1,-321
"1670",102644,2,"USD","AC","10%","Rounded","Massachusetts",0,322,"plan2",1,1,-321
"1671",102644,2,"USD","HEAT","10%","Rounded","Massachusetts",27000,19108,"plan1",24000,-3000,4892
"1672",102644,2,"USD","HEAT","10%","Rounded","Massachusetts",27000,19108,"plan2",24500,-2500,5392
"1673",102644,2,"USD","WATER","10%","Rounded","Massachusetts",11000,5070,"plan1",9399,-1601,4329
"1674",102644,2,"USD","WATER","10%","Rounded","Massachusetts",11000,5070,"plan2",8999,-2001,3929
"1675",102644,2,"USD","REFRIG","10%","Rounded","Massachusetts",1000,1025,"plan1",1000,0,-25
"1676",102644,2,"USD","REFRIG","10%","Rounded","Massachusetts",1000,1025,"plan2",1000,0,-25
"1677",102644,2,"USD","OTHER","10%","Rounded","Massachusetts",7000,6682,"plan1",7000,0,318
"1678",102644,2,"USD","OTHER","10%","Rounded","Massachusetts",7000,6682,"plan2",6900,-100,218
"1679",102644,2,"USD","TOTAL","10%","Rounded","Massachusetts",46000,32207,"plan1",41400,-4600,9193
"1680",102644,2,"USD","TOTAL","10%","Rounded","Massachusetts",46000,32207,"plan2",41400,-4600,9193
"1681",102746,1,"kWh","AC","10%","Not Rounded","Texas",6573,4249,"plan1",5573,-1000,1324
"1682",102746,1,"kWh","AC","10%","Not Rounded","Texas",6573,4249,"plan2",5573,-1000,1324
"1683",102746,1,"kWh","HEAT","10%","Not Rounded","Texas",6118,5099,"plan1",5118,-1000,19
"1684",102746,1,"kWh","HEAT","10%","Not Rounded","Texas",6118,5099,"plan2",5618,-500,519
"1685",102746,1,"kWh","WATER","10%","Not Rounded","Texas",5257,4396,"plan1",4802,-455,406
"1686",102746,1,"kWh","WATER","10%","Not Rounded","Texas",5257,4396,"plan2",4802,-455,406
"1687",102746,1,"kWh","REFRIG","10%","Not Rounded","Texas",2639,1318,"plan1",2189,-450,871
"1688",102746,1,"kWh","REFRIG","10%","Not Rounded","Texas",2639,1318,"plan2",2189,-450,871
"1689",102746,1,"kWh","OTHER","10%","Not Rounded","Texas",8459,7883,"plan1",8459,0,576
"1690",102746,1,"kWh","OTHER","10%","Not Rounded","Texas",8459,7883,"plan2",7959,-500,76
"1691",102746,1,"kWh","TOTAL","10%","Not Rounded","Texas",29046,22945,"plan1",26141,-2905,3196
"1692",102746,1,"kWh","TOTAL","10%","Not Rounded","Texas",29046,22945,"plan2",26141,-2905,3196
"1693",102746,2,"kWh","AC","15%","Rounded","Massachusetts",0,322,"plan1",1,1,-321
"1694",102746,2,"kWh","AC","15%","Rounded","Massachusetts",0,322,"plan2",1,1,-321
"1695",102746,2,"kWh","HEAT","15%","Rounded","Massachusetts",27000,19108,"plan1",23549,-3451,4441
"1696",102746,2,"kWh","HEAT","15%","Rounded","Massachusetts",27000,19108,"plan2",23549,-3451,4441
"1697",102746,2,"kWh","WATER","15%","Rounded","Massachusetts",11000,5070,"plan1",8000,-3000,2930
"1698",102746,2,"kWh","WATER","15%","Rounded","Massachusetts",11000,5070,"plan2",7550,-3450,2480
"1699",102746,2,"kWh","REFRIG","15%","Rounded","Massachusetts",1000,1025,"plan1",1000,0,-25
"1700",102746,2,"kWh","REFRIG","15%","Rounded","Massachusetts",1000,1025,"plan2",1000,0,-25
"1701",102746,2,"kWh","OTHER","15%","Rounded","Massachusetts",7000,6682,"plan1",6550,-450,-132
"1702",102746,2,"kWh","OTHER","15%","Rounded","Massachusetts",7000,6682,"plan2",7000,0,318
"1703",102746,2,"kWh","TOTAL","15%","Rounded","Massachusetts",46000,32207,"plan1",39100,-6900,6893
"1704",102746,2,"kWh","TOTAL","15%","Rounded","Massachusetts",46000,32207,"plan2",39100,-6900,6893
