"id","block","refClass","appliance","pct_goal","rounded","state","calc","edu","els","pct","family","state_avg","plan","value"
"s2_14",2,"kWh","REFRIG","15%","Rounded","Texas","Calculator","Graduate degree",0.375,0.15,3000,1318,"plan1",987
"s2_14",2,"kWh","REFRIG","15%","Rounded","Texas","Calculator","Graduate degree",0.375,0.15,3000,1318,"plan2",783
"s2_14",2,"kWh","OTHER","15%","Rounded","Texas","Calculator","Graduate degree",0.375,0.15,8000,7883,"plan1",6844
"s2_14",2,"kWh","OTHER","15%","Rounded","Texas","Calculator","Graduate degree",0.375,0.15,8000,7883,"plan2",5376
"s2_14",2,"kWh","TOTAL","15%","Rounded","Texas","Calculator","Graduate degree",0.375,0.15,29000,22945,"plan1",19638
"s2_14",2,"kWh","TOTAL","15%","Rounded","Texas","Calculator","Graduate degree",0.375,0.15,29000,22945,"plan2",15169
"s2_140",1,"kWh","AC","15%","Not Rounded","Texas","Calculator","Some college",0.875,0.15,6573,4249,"plan1",4189
"s2_140",1,"kWh","AC","15%","Not Rounded","Texas","Calculator","Some college",0.875,0.15,6573,4249,"plan2",5189
"s2_140",1,"kWh","HEAT","15%","Not Rounded","Texas","Calculator","Some college",0.875,0.15,6118,5099,"plan1",6000
"s2_140",1,"kWh","HEAT","15%","Not Rounded","Texas","Calculator","Some college",0.875,0.15,6118,5099,"plan2",5500
"s2_140",1,"kWh","WATER","15%","Not Rounded","Texas","Calculator","Some college",0.875,0.15,5257,4396,"plan1",4500
"s2_140",1,"kWh","WATER","15%","Not Rounded","Texas","Calculator","Some college",0.875,0.15,5257,4396,"plan2",4500
"s2_140",1,"kWh","REFRIG","15%","Not Rounded","Texas","Calculator","Some college",0.875,0.15,2639,1318,"plan1",2500
"s2_140",1,"kWh","REFRIG","15%","Not Rounded","Texas","Calculator","Some college",0.875,0.15,2639,1318,"plan2",2500
"s2_140",1,"kWh","OTHER","15%","Not Rounded","Texas","Calculator","Some college",0.875,0.15,8459,7883,"plan1",7500
"s2_140",1,"kWh","OTHER","15%","Not Rounded","Texas","Calculator","Some college",0.875,0.15,8459,7883,"plan2",7000
"s2_140",1,"kWh","TOTAL","15%","Not Rounded","Texas","Calculator","Some college",0.875,0.15,29046,22945,"plan1",24689
"s2_140",1,"kWh","TOTAL","15%","Not Rounded","Texas","Calculator","Some college",0.875,0.15,29046,22945,"plan2",24689
"s2_140",2,"kWh","AC","10%","Rounded","Massachusetts","Calculator","Some college",0.875,0.1,0,322,"plan1",100
"s2_140",2,"kWh","AC","10%","Rounded","Massachusetts","Calculator","Some college",0.875,0.1,0,322,"plan2",100
"s2_140",2,"kWh","HEAT","10%","Rounded","Massachusetts","Calculator","Some college",0.875,0.1,27000,19108,"plan1",22300
"s2_140",2,"kWh","HEAT","10%","Rounded","Massachusetts","Calculator","Some college",0.875,0.1,27000,19108,"plan2",24300
"s2_140",2,"kWh","WATER","10%","Rounded","Massachusetts","Calculator","Some college",0.875,0.1,11000,5070,"plan1",11000
"s2_140",2,"kWh","WATER","10%","Rounded","Massachusetts","Calculator","Some college",0.875,0.1,11000,5070,"plan2",10000
"s2_140",2,"kWh","REFRIG","10%","Rounded","Massachusetts","Calculator","Some college",0.875,0.1,1000,1025,"plan1",1000
"s2_140",2,"kWh","REFRIG","10%","Rounded","Massachusetts","Calculator","Some college",0.875,0.1,1000,1025,"plan2",1000
"s2_140",2,"kWh","OTHER","10%","Rounded","Massachusetts","Calculator","Some college",0.875,0.1,7000,6682,"plan1",7000
"s2_140",2,"kWh","OTHER","10%","Rounded","Massachusetts","Calculator","Some college",0.875,0.1,7000,6682,"plan2",6000
"s2_140",2,"kWh","TOTAL","10%","Rounded","Massachusetts","Calculator","Some college",0.875,0.1,46000,32207,"plan1",41400
"s2_140",2,"kWh","TOTAL","10%","Rounded","Massachusetts","Calculator","Some college",0.875,0.1,46000,32207,"plan2",41400
"s2_141",1,"kWh","AC","15%","Not Rounded","Texas","Calculator","College degree",0.625,0.15,6573,4249,"plan1",1000
"s2_141",1,"kWh","AC","15%","Not Rounded","Texas","Calculator","College degree",0.625,0.15,6573,4249,"plan2",2500
"s2_141",1,"kWh","HEAT","15%","Not Rounded","Texas","Calculator","College degree",0.625,0.15,6118,5099,"plan1",2500
"s2_141",1,"kWh","HEAT","15%","Not Rounded","Texas","Calculator","College degree",0.625,0.15,6118,5099,"plan2",1000
"s2_141",1,"kWh","WATER","15%","Not Rounded","Texas","Calculator","College degree",0.625,0.15,5257,4396,"plan1",1500
"s2_141",1,"kWh","WATER","15%","Not Rounded","Texas","Calculator","College degree",0.625,0.15,5257,4396,"plan2",2500
"s2_141",1,"kWh","REFRIG","15%","Not Rounded","Texas","Calculator","College degree",0.625,0.15,2639,1318,"plan1",500
"s2_141",1,"kWh","REFRIG","15%","Not Rounded","Texas","Calculator","College degree",0.625,0.15,2639,1318,"plan2",1500
"s2_141",1,"kWh","OTHER","15%","Not Rounded","Texas","Calculator","College degree",0.625,0.15,8459,7883,"plan1",1101
"s2_141",1,"kWh","OTHER","15%","Not Rounded","Texas","Calculator","College degree",0.625,0.15,8459,7883,"plan2",503
"s2_141",1,"kWh","TOTAL","15%","Not Rounded","Texas","Calculator","College degree",0.625,0.15,29046,22945,"plan1",6101
"s2_141",1,"kWh","TOTAL","15%","Not Rounded","Texas","Calculator","College degree",0.625,0.15,29046,22945,"plan2",6103
"s2_141",2,"kWh","AC","10%","Rounded","Massachusetts","Calculator","College degree",0.625,0.1,0,322,"plan1",2000
"s2_141",2,"kWh","AC","10%","Rounded","Massachusetts","Calculator","College degree",0.625,0.1,0,322,"plan2",322
"s2_141",2,"kWh","HEAT","10%","Rounded","Massachusetts","Calculator","College degree",0.625,0.1,27000,19108,"plan1",2500
"s2_141",2,"kWh","HEAT","10%","Rounded","Massachusetts","Calculator","College degree",0.625,0.1,27000,19108,"plan2",19108
"s2_141",2,"kWh","WATER","10%","Rounded","Massachusetts","Calculator","College degree",0.625,0.1,11000,5070,"plan1",3000
"s2_141",2,"kWh","WATER","10%","Rounded","Massachusetts","Calculator","College degree",0.625,0.1,11000,5070,"plan2",5070
"s2_141",2,"kWh","REFRIG","10%","Rounded","Massachusetts","Calculator","College degree",0.625,0.1,1000,1025,"plan1",3500
"s2_141",2,"kWh","REFRIG","10%","Rounded","Massachusetts","Calculator","College degree",0.625,0.1,1000,1025,"plan2",1025
"s2_141",2,"kWh","OTHER","10%","Rounded","Massachusetts","Calculator","College degree",0.625,0.1,7000,6682,"plan1",1793
"s2_141",2,"kWh","OTHER","10%","Rounded","Massachusetts","Calculator","College degree",0.625,0.1,7000,6682,"plan2",6682
"s2_141",2,"kWh","TOTAL","10%","Rounded","Massachusetts","Calculator","College degree",0.625,0.1,46000,32207,"plan1",13793
"s2_141",2,"kWh","TOTAL","10%","Rounded","Massachusetts","Calculator","College degree",0.625,0.1,46000,32207,"plan2",32207
"s2_142",1,"Percentage","AC","10%","Not Rounded","Texas","Calculator","College degree",0.75,0.1,6573,4249,"plan1",5912
"s2_142",1,"Percentage","AC","10%","Not Rounded","Texas","Calculator","College degree",0.75,0.1,6573,4249,"plan2",6275
"s2_142",1,"Percentage","HEAT","10%","Not Rounded","Texas","Calculator","College degree",0.75,0.1,6118,5099,"plan1",5243
"s2_142",1,"Percentage","HEAT","10%","Not Rounded","Texas","Calculator","College degree",0.75,0.1,6118,5099,"plan2",4885
"s2_142",1,"Percentage","WATER","10%","Not Rounded","Texas","Calculator","College degree",0.75,0.1,5257,4396,"plan1",4985
"s2_142",1,"Percentage","WATER","10%","Not Rounded","Texas","Calculator","College degree",0.75,0.1,5257,4396,"plan2",5115
"s2_142",1,"Percentage","REFRIG","10%","Not Rounded","Texas","Calculator","College degree",0.75,0.1,2639,1318,"plan1",1889
"s2_142",1,"Percentage","REFRIG","10%","Not Rounded","Texas","Calculator","College degree",0.75,0.1,2639,1318,"plan2",1911
"s2_142",1,"Percentage","OTHER","10%","Not Rounded","Texas","Calculator","College degree",0.75,0.1,8459,7883,"plan1",8112
"s2_142",1,"Percentage","OTHER","10%","Not Rounded","Texas","Calculator","College degree",0.75,0.1,8459,7883,"plan2",7955
"s2_142",1,"Percentage","TOTAL","10%","Not Rounded","Texas","Calculator","College degree",0.75,0.1,29046,22945,"plan1",26141
"s2_142",1,"Percentage","TOTAL","10%","Not Rounded","Texas","Calculator","College degree",0.75,0.1,29046,22945,"plan2",26141
"s2_142",2,"Percentage","AC","15%","Rounded","Massachusetts","Calculator","College degree",0.75,0.15,0,322,"plan1",1
"s2_142",2,"Percentage","AC","15%","Rounded","Massachusetts","Calculator","College degree",0.75,0.15,0,322,"plan2",1
"s2_142",2,"Percentage","HEAT","15%","Rounded","Massachusetts","Calculator","College degree",0.75,0.15,27000,19108,"plan1",24999
"s2_142",2,"Percentage","HEAT","15%","Rounded","Massachusetts","Calculator","College degree",0.75,0.15,27000,19108,"plan2",22399
"s2_142",2,"Percentage","WATER","15%","Rounded","Massachusetts","Calculator","College degree",0.75,0.15,11000,5070,"plan1",6100
"s2_142",2,"Percentage","WATER","15%","Rounded","Massachusetts","Calculator","College degree",0.75,0.15,11000,5070,"plan2",8200
"s2_142",2,"Percentage","REFRIG","15%","Rounded","Massachusetts","Calculator","College degree",0.75,0.15,1000,1025,"plan1",1000
"s2_142",2,"Percentage","REFRIG","15%","Rounded","Massachusetts","Calculator","College degree",0.75,0.15,1000,1025,"plan2",1500
"s2_142",2,"Percentage","OTHER","15%","Rounded","Massachusetts","Calculator","College degree",0.75,0.15,7000,6682,"plan1",7000
"s2_142",2,"Percentage","OTHER","15%","Rounded","Massachusetts","Calculator","College degree",0.75,0.15,7000,6682,"plan2",7000
"s2_142",2,"Percentage","TOTAL","15%","Rounded","Massachusetts","Calculator","College degree",0.75,0.15,46000,32207,"plan1",39100
"s2_142",2,"Percentage","TOTAL","15%","Rounded","Massachusetts","Calculator","College degree",0.75,0.15,46000,32207,"plan2",39100
"s2_143",1,"Percentage","AC","10%","Not Rounded","Texas","Calculator","College degree",0.875,0.1,6573,4249,"plan1",6000
"s2_143",1,"Percentage","AC","10%","Not Rounded","Texas","Calculator","College degree",0.875,0.1,6573,4249,"plan2",6000
"s2_143",1,"Percentage","HEAT","10%","Not Rounded","Texas","Calculator","College degree",0.875,0.1,6118,5099,"plan1",6000
"s2_143",1,"Percentage","HEAT","10%","Not Rounded","Texas","Calculator","College degree",0.875,0.1,6118,5099,"plan2",6000
"s2_143",1,"Percentage","WATER","10%","Not Rounded","Texas","Calculator","College degree",0.875,0.1,5257,4396,"plan1",5000
"s2_143",1,"Percentage","WATER","10%","Not Rounded","Texas","Calculator","College degree",0.875,0.1,5257,4396,"plan2",4500
"s2_143",1,"Percentage","REFRIG","10%","Not Rounded","Texas","Calculator","College degree",0.875,0.1,2639,1318,"plan1",2000
"s2_143",1,"Percentage","REFRIG","10%","Not Rounded","Texas","Calculator","College degree",0.875,0.1,2639,1318,"plan2",2500
"s2_143",1,"Percentage","OTHER","10%","Not Rounded","Texas","Calculator","College degree",0.875,0.1,8459,7883,"plan1",7000
"s2_143",1,"Percentage","OTHER","10%","Not Rounded","Texas","Calculator","College degree",0.875,0.1,8459,7883,"plan2",7000
"s2_143",1,"Percentage","TOTAL","10%","Not Rounded","Texas","Calculator","College degree",0.875,0.1,29046,22945,"plan1",26000
"s2_143",1,"Percentage","TOTAL","10%","Not Rounded","Texas","Calculator","College degree",0.875,0.1,29046,22945,"plan2",26000
"s2_143",2,"Percentage","AC","15%","Rounded","Massachusetts","Calculator","College degree",0.875,0.15,0,322,"plan1",1
"s2_143",2,"Percentage","AC","15%","Rounded","Massachusetts","Calculator","College degree",0.875,0.15,0,322,"plan2",1
"s2_143",2,"Percentage","HEAT","15%","Rounded","Massachusetts","Calculator","College degree",0.875,0.15,27000,19108,"plan1",25000
"s2_143",2,"Percentage","HEAT","15%","Rounded","Massachusetts","Calculator","College degree",0.875,0.15,27000,19108,"plan2",23000
"s2_143",2,"Percentage","WATER","15%","Rounded","Massachusetts","Calculator","College degree",0.875,0.15,11000,5070,"plan1",7000
"s2_143",2,"Percentage","WATER","15%","Rounded","Massachusetts","Calculator","College degree",0.875,0.15,11000,5070,"plan2",9000
"s2_143",2,"Percentage","REFRIG","15%","Rounded","Massachusetts","Calculator","College degree",0.875,0.15,1000,1025,"plan1",1000
"s2_143",2,"Percentage","REFRIG","15%","Rounded","Massachusetts","Calculator","College degree",0.875,0.15,1000,1025,"plan2",1000
"s2_143",2,"Percentage","OTHER","15%","Rounded","Massachusetts","Calculator","College degree",0.875,0.15,7000,6682,"plan1",6000
"s2_143",2,"Percentage","OTHER","15%","Rounded","Massachusetts","Calculator","College degree",0.875,0.15,7000,6682,"plan2",6000
"s2_143",2,"Percentage","TOTAL","15%","Rounded","Massachusetts","Calculator","College degree",0.875,0.15,46000,32207,"plan1",39000
"s2_143",2,"Percentage","TOTAL","15%","Rounded","Massachusetts","Calculator","College degree",0.875,0.15,46000,32207,"plan2",39000
"s2_144",1,"Percentage","AC","15%","Not Rounded","Texas","Calculator","College degree",0.75,0.15,6573,4249,"plan1",6000
"s2_144",1,"Percentage","AC","15%","Not Rounded","Texas","Calculator","College degree",0.75,0.15,6573,4249,"plan2",4900
"s2_144",1,"Percentage","HEAT","15%","Not Rounded","Texas","Calculator","College degree",0.75,0.15,6118,5099,"plan1",5500
"s2_144",1,"Percentage","HEAT","15%","Not Rounded","Texas","Calculator","College degree",0.75,0.15,6118,5099,"plan2",4800
"s2_144",1,"Percentage","WATER","15%","Not Rounded","Texas","Calculator","College degree",0.75,0.15,5257,4396,"plan1",5000
"s2_144",1,"Percentage","WATER","15%","Not Rounded","Texas","Calculator","College degree",0.75,0.15,5257,4396,"plan2",5000
"s2_144",1,"Percentage","REFRIG","15%","Not Rounded","Texas","Calculator","College degree",0.75,0.15,2639,1318,"plan1",1500
"s2_144",1,"Percentage","REFRIG","15%","Not Rounded","Texas","Calculator","College degree",0.75,0.15,2639,1318,"plan2",1500
"s2_144",1,"Percentage","OTHER","15%","Not Rounded","Texas","Calculator","College degree",0.75,0.15,8459,7883,"plan1",7500
"s2_144",1,"Percentage","OTHER","15%","Not Rounded","Texas","Calculator","College degree",0.75,0.15,8459,7883,"plan2",7800
"s2_144",1,"Percentage","TOTAL","15%","Not Rounded","Texas","Calculator","College degree",0.75,0.15,29046,22945,"plan1",25500
"s2_144",1,"Percentage","TOTAL","15%","Not Rounded","Texas","Calculator","College degree",0.75,0.15,29046,22945,"plan2",24000
"s2_144",2,"Percentage","AC","10%","Rounded","Massachusetts","Calculator","College degree",0.75,0.1,0,322,"plan1",1
"s2_144",2,"Percentage","AC","10%","Rounded","Massachusetts","Calculator","College degree",0.75,0.1,0,322,"plan2",1
"s2_144",2,"Percentage","HEAT","10%","Rounded","Massachusetts","Calculator","College degree",0.75,0.1,27000,19108,"plan1",25000
"s2_144",2,"Percentage","HEAT","10%","Rounded","Massachusetts","Calculator","College degree",0.75,0.1,27000,19108,"plan2",22000
"s2_144",2,"Percentage","WATER","10%","Rounded","Massachusetts","Calculator","College degree",0.75,0.1,11000,5070,"plan1",9000
"s2_144",2,"Percentage","WATER","10%","Rounded","Massachusetts","Calculator","College degree",0.75,0.1,11000,5070,"plan2",7500
"s2_144",2,"Percentage","REFRIG","10%","Rounded","Massachusetts","Calculator","College degree",0.75,0.1,1000,1025,"plan1",1000
"s2_144",2,"Percentage","REFRIG","10%","Rounded","Massachusetts","Calculator","College degree",0.75,0.1,1000,1025,"plan2",995
"s2_144",2,"Percentage","OTHER","10%","Rounded","Massachusetts","Calculator","College degree",0.75,0.1,7000,6682,"plan1",7000
"s2_144",2,"Percentage","OTHER","10%","Rounded","Massachusetts","Calculator","College degree",0.75,0.1,7000,6682,"plan2",7000
"s2_144",2,"Percentage","TOTAL","10%","Rounded","Massachusetts","Calculator","College degree",0.75,0.1,46000,32207,"plan1",42001
"s2_144",2,"Percentage","TOTAL","10%","Rounded","Massachusetts","Calculator","College degree",0.75,0.1,46000,32207,"plan2",37496
"s2_145",1,"USD","AC","10%","Not Rounded","California","Calculator","Some college",0.75,0.1,2581,1289,"plan1",1200
"s2_145",1,"USD","AC","10%","Not Rounded","California","Calculator","Some college",0.75,0.1,2581,1289,"plan2",1100
"s2_145",1,"USD","HEAT","10%","Not Rounded","California","Calculator","Some college",0.75,0.1,6157,5597,"plan1",5400
"s2_145",1,"USD","HEAT","10%","Not Rounded","California","Calculator","Some college",0.75,0.1,6157,5597,"plan2",5300
"s2_145",1,"USD","WATER","10%","Not Rounded","California","Calculator","Some college",0.75,0.1,5061,4601,"plan1",4500
"s2_145",1,"USD","WATER","10%","Not Rounded","California","Calculator","Some college",0.75,0.1,5061,4601,"plan2",4600
"s2_145",1,"USD","REFRIG","10%","Not Rounded","California","Calculator","Some college",0.75,0.1,1266,1055,"plan1",1900
"s2_145",1,"USD","REFRIG","10%","Not Rounded","California","Calculator","Some college",0.75,0.1,1266,1055,"plan2",1200
"s2_145",1,"USD","OTHER","10%","Not Rounded","California","Calculator","Some college",0.75,0.1,7608,6916,"plan1",6000
"s2_145",1,"USD","OTHER","10%","Not Rounded","California","Calculator","Some college",0.75,0.1,7608,6916,"plan2",6800
"s2_145",1,"USD","TOTAL","10%","Not Rounded","California","Calculator","Some college",0.75,0.1,22673,19458,"plan1",19000
"s2_145",1,"USD","TOTAL","10%","Not Rounded","California","Calculator","Some college",0.75,0.1,22673,19458,"plan2",19000
"s2_145",2,"USD","AC","15%","Rounded","Massachusetts","Calculator","Some college",0.75,0.15,0,322,"plan1",300
"s2_145",2,"USD","AC","15%","Rounded","Massachusetts","Calculator","Some college",0.75,0.15,0,322,"plan2",200
"s2_145",2,"USD","HEAT","15%","Rounded","Massachusetts","Calculator","Some college",0.75,0.15,27000,19108,"plan1",19100
"s2_145",2,"USD","HEAT","15%","Rounded","Massachusetts","Calculator","Some college",0.75,0.15,27000,19108,"plan2",22000
"s2_145",2,"USD","WATER","15%","Rounded","Massachusetts","Calculator","Some college",0.75,0.15,11000,5070,"plan1",5100
"s2_145",2,"USD","WATER","15%","Rounded","Massachusetts","Calculator","Some college",0.75,0.15,11000,5070,"plan2",5300
"s2_145",2,"USD","REFRIG","15%","Rounded","Massachusetts","Calculator","Some college",0.75,0.15,1000,1025,"plan1",1000
"s2_145",2,"USD","REFRIG","15%","Rounded","Massachusetts","Calculator","Some college",0.75,0.15,1000,1025,"plan2",1000
"s2_145",2,"USD","OTHER","15%","Rounded","Massachusetts","Calculator","Some college",0.75,0.15,7000,6682,"plan1",6500
"s2_145",2,"USD","OTHER","15%","Rounded","Massachusetts","Calculator","Some college",0.75,0.15,7000,6682,"plan2",6500
"s2_145",2,"USD","TOTAL","15%","Rounded","Massachusetts","Calculator","Some college",0.75,0.15,46000,32207,"plan1",32000
"s2_145",2,"USD","TOTAL","15%","Rounded","Massachusetts","Calculator","Some college",0.75,0.15,46000,32207,"plan2",35000
"s2_146",1,"USD","AC","10%","Not Rounded","California","Calculator","College degree",0.875,0.1,2581,1289,"plan1",2000
"s2_146",1,"USD","AC","10%","Not Rounded","California","Calculator","College degree",0.875,0.1,2581,1289,"plan2",2200
"s2_146",1,"USD","HEAT","10%","Not Rounded","California","Calculator","College degree",0.875,0.1,6157,5597,"plan1",5200
"s2_146",1,"USD","HEAT","10%","Not Rounded","California","Calculator","College degree",0.875,0.1,6157,5597,"plan2",4900
"s2_146",1,"USD","WATER","10%","Not Rounded","California","Calculator","College degree",0.875,0.1,5061,4601,"plan1",4500
"s2_146",1,"USD","WATER","10%","Not Rounded","California","Calculator","College degree",0.875,0.1,5061,4601,"plan2",4200
"s2_146",1,"USD","REFRIG","10%","Not Rounded","California","Calculator","College degree",0.875,0.1,1266,1055,"plan1",955
"s2_146",1,"USD","REFRIG","10%","Not Rounded","California","Calculator","College degree",0.875,0.1,1266,1055,"plan2",900
"s2_146",1,"USD","OTHER","10%","Not Rounded","California","Calculator","College degree",0.875,0.1,7608,6916,"plan1",7408
"s2_146",1,"USD","OTHER","10%","Not Rounded","California","Calculator","College degree",0.875,0.1,7608,6916,"plan2",7408
"s2_146",1,"USD","TOTAL","10%","Not Rounded","California","Calculator","College degree",0.875,0.1,22673,19458,"plan1",19863
"s2_146",1,"USD","TOTAL","10%","Not Rounded","California","Calculator","College degree",0.875,0.1,22673,19458,"plan2",19608
"s2_146",2,"USD","AC","15%","Rounded","Massachusetts","Calculator","College degree",0.875,0.15,0,322,"plan1",10
"s2_146",2,"USD","AC","15%","Rounded","Massachusetts","Calculator","College degree",0.875,0.15,0,322,"plan2",10
"s2_146",2,"USD","HEAT","15%","Rounded","Massachusetts","Calculator","College degree",0.875,0.15,27000,19108,"plan1",22000
"s2_146",2,"USD","HEAT","15%","Rounded","Massachusetts","Calculator","College degree",0.875,0.15,27000,19108,"plan2",24000
"s2_146",2,"USD","WATER","15%","Rounded","Massachusetts","Calculator","College degree",0.875,0.15,11000,5070,"plan1",10000
"s2_146",2,"USD","WATER","15%","Rounded","Massachusetts","Calculator","College degree",0.875,0.15,11000,5070,"plan2",10000
"s2_146",2,"USD","REFRIG","15%","Rounded","Massachusetts","Calculator","College degree",0.875,0.15,1000,1025,"plan1",1000
"s2_146",2,"USD","REFRIG","15%","Rounded","Massachusetts","Calculator","College degree",0.875,0.15,1000,1025,"plan2",800
"s2_146",2,"USD","OTHER","15%","Rounded","Massachusetts","Calculator","College degree",0.875,0.15,7000,6682,"plan1",6000
"s2_146",2,"USD","OTHER","15%","Rounded","Massachusetts","Calculator","College degree",0.875,0.15,7000,6682,"plan2",4200
"s2_146",2,"USD","TOTAL","15%","Rounded","Massachusetts","Calculator","College degree",0.875,0.15,46000,32207,"plan1",39010
"s2_146",2,"USD","TOTAL","15%","Rounded","Massachusetts","Calculator","College degree",0.875,0.15,46000,32207,"plan2",39010
"s2_147",1,"USD","AC","15%","Not Rounded","California","No Calculator","College degree",0.875,0.15,2581,1289,"plan1",2000
"s2_147",1,"USD","AC","15%","Not Rounded","California","No Calculator","College degree",0.875,0.15,2581,1289,"plan2",2000
"s2_147",1,"USD","HEAT","15%","Not Rounded","California","No Calculator","College degree",0.875,0.15,6157,5597,"plan1",5000
"s2_147",1,"USD","HEAT","15%","Not Rounded","California","No Calculator","College degree",0.875,0.15,6157,5597,"plan2",4000
"s2_147",1,"USD","WATER","15%","Not Rounded","California","No Calculator","College degree",0.875,0.15,5061,4601,"plan1",4000
"s2_147",1,"USD","WATER","15%","Not Rounded","California","No Calculator","College degree",0.875,0.15,5061,4601,"plan2",5000
"s2_147",1,"USD","REFRIG","15%","Not Rounded","California","No Calculator","College degree",0.875,0.15,1266,1055,"plan1",1000
"s2_147",1,"USD","REFRIG","15%","Not Rounded","California","No Calculator","College degree",0.875,0.15,1266,1055,"plan2",1000
"s2_147",1,"USD","OTHER","15%","Not Rounded","California","No Calculator","College degree",0.875,0.15,7608,6916,"plan1",6000
"s2_147",1,"USD","OTHER","15%","Not Rounded","California","No Calculator","College degree",0.875,0.15,7608,6916,"plan2",6000
"s2_147",1,"USD","TOTAL","15%","Not Rounded","California","No Calculator","College degree",0.875,0.15,22673,19458,"plan1",18000
"s2_147",1,"USD","TOTAL","15%","Not Rounded","California","No Calculator","College degree",0.875,0.15,22673,19458,"plan2",18000
"s2_147",2,"USD","AC","10%","Rounded","Massachusetts","No Calculator","College degree",0.875,0.1,0,322,"plan1",1
"s2_147",2,"USD","AC","10%","Rounded","Massachusetts","No Calculator","College degree",0.875,0.1,0,322,"plan2",1
"s2_147",2,"USD","HEAT","10%","Rounded","Massachusetts","No Calculator","College degree",0.875,0.1,27000,19108,"plan1",22000
"s2_147",2,"USD","HEAT","10%","Rounded","Massachusetts","No Calculator","College degree",0.875,0.1,27000,19108,"plan2",20000
"s2_147",2,"USD","WATER","10%","Rounded","Massachusetts","No Calculator","College degree",0.875,0.1,11000,5070,"plan1",11000
"s2_147",2,"USD","WATER","10%","Rounded","Massachusetts","No Calculator","College degree",0.875,0.1,11000,5070,"plan2",11000
"s2_147",2,"USD","REFRIG","10%","Rounded","Massachusetts","No Calculator","College degree",0.875,0.1,1000,1025,"plan1",1000
"s2_147",2,"USD","REFRIG","10%","Rounded","Massachusetts","No Calculator","College degree",0.875,0.1,1000,1025,"plan2",1000
"s2_147",2,"USD","OTHER","10%","Rounded","Massachusetts","No Calculator","College degree",0.875,0.1,7000,6682,"plan1",7000
"s2_147",2,"USD","OTHER","10%","Rounded","Massachusetts","No Calculator","College degree",0.875,0.1,7000,6682,"plan2",7000
"s2_147",2,"USD","TOTAL","10%","Rounded","Massachusetts","No Calculator","College degree",0.875,0.1,46000,32207,"plan1",41001
"s2_147",2,"USD","TOTAL","10%","Rounded","Massachusetts","No Calculator","College degree",0.875,0.1,46000,32207,"plan2",39001
"s2_148",1,"USD","AC","15%","Not Rounded","California","Calculator","College degree",0.75,0.15,2581,1289,"plan1",2000
"s2_148",1,"USD","AC","15%","Not Rounded","California","Calculator","College degree",0.75,0.15,2581,1289,"plan2",1673
"s2_148",1,"USD","HEAT","15%","Not Rounded","California","Calculator","College degree",0.75,0.15,6157,5597,"plan1",6000
"s2_148",1,"USD","HEAT","15%","Not Rounded","California","Calculator","College degree",0.75,0.15,6157,5597,"plan2",5200
"s2_148",1,"USD","WATER","15%","Not Rounded","California","Calculator","College degree",0.75,0.15,5061,4601,"plan1",4173
"s2_148",1,"USD","WATER","15%","Not Rounded","California","Calculator","College degree",0.75,0.15,5061,4601,"plan2",4500
"s2_148",1,"USD","REFRIG","15%","Not Rounded","California","Calculator","College degree",0.75,0.15,1266,1055,"plan1",1100
"s2_148",1,"USD","REFRIG","15%","Not Rounded","California","Calculator","College degree",0.75,0.15,1266,1055,"plan2",1100
"s2_148",1,"USD","OTHER","15%","Not Rounded","California","Calculator","College degree",0.75,0.15,7608,6916,"plan1",6000
"s2_148",1,"USD","OTHER","15%","Not Rounded","California","Calculator","College degree",0.75,0.15,7608,6916,"plan2",6800
"s2_148",1,"USD","TOTAL","15%","Not Rounded","California","Calculator","College degree",0.75,0.15,22673,19458,"plan1",19273
"s2_148",1,"USD","TOTAL","15%","Not Rounded","California","Calculator","College degree",0.75,0.15,22673,19458,"plan2",19273
"s2_148",2,"USD","AC","10%","Rounded","Massachusetts","Calculator","College degree",0.75,0.1,0,322,"plan1",1
"s2_148",2,"USD","AC","10%","Rounded","Massachusetts","Calculator","College degree",0.75,0.1,0,322,"plan2",1
"s2_148",2,"USD","HEAT","10%","Rounded","Massachusetts","Calculator","College degree",0.75,0.1,27000,19108,"plan1",24000
"s2_148",2,"USD","HEAT","10%","Rounded","Massachusetts","Calculator","College degree",0.75,0.1,27000,19108,"plan2",24500
"s2_148",2,"USD","WATER","10%","Rounded","Massachusetts","Calculator","College degree",0.75,0.1,11000,5070,"plan1",9399
"s2_148",2,"USD","WATER","10%","Rounded","Massachusetts","Calculator","College degree",0.75,0.1,11000,5070,"plan2",8999
"s2_148",2,"USD","REFRIG","10%","Rounded","Massachusetts","Calculator","College degree",0.75,0.1,1000,1025,"plan1",1000
"s2_148",2,"USD","REFRIG","10%","Rounded","Massachusetts","Calculator","College degree",0.75,0.1,1000,1025,"plan2",1000
"s2_148",2,"USD","OTHER","10%","Rounded","Massachusetts","Calculator","College degree",0.75,0.1,7000,6682,"plan1",7000
"s2_148",2,"USD","OTHER","10%","Rounded","Massachusetts","Calculator","College degree",0.75,0.1,7000,6682,"plan2",6900
"s2_148",2,"USD","TOTAL","10%","Rounded","Massachusetts","Calculator","College degree",0.75,0.1,46000,32207,"plan1",41400
"s2_148",2,"USD","TOTAL","10%","Rounded","Massachusetts","Calculator","College degree",0.75,0.1,46000,32207,"plan2",41400
